,terms
39356,greater effici gain
39357,greater effici industri
39358,greater effici product
39359,greater effort
39360,greater effort determin
39361,greater emphasi
39362,greater emphasi clariti
39363,greater empower
39364,greater empower public
39365,greater exchang
39366,greater exchang rate
39367,greater flexibl
39368,greater flexibl conduct
39369,greater flexibl exchang
39370,greater flexibl monetari
39371,greater focus
39372,greater focus core
39373,greater focus improv
39374,greater focus price
39375,greater focus rural
39376,greater foreign
39377,greater foreign particip
39378,greater greater
39379,greater greater skill
39380,greater growth
39381,greater growth tabl
39382,greater growth take
39383,greater harmoni
39384,greater harmoni nation
39385,greater increas
39386,greater increas rural
39387,greater instabl
39388,greater instabl amplifi
39389,greater interest
39390,greater interest rate
39391,greater invest
39392,greater invest employ
39393,greater liber
39394,greater liber financi
39395,greater local
39396,greater local account
39397,greater local involv
39398,greater misalign
39399,greater misalign g
39400,greater part
39401,greater part twentieth
39402,greater per
39403,greater per cent
39404,greater period
39405,greater period downturn
39406,greater potenti
39407,greater potenti cost
39408,greater privat
39409,greater privat fund
39410,greater promin
39411,greater promin credit
39412,greater relev
39413,greater relev bank
39414,greater relev develop
39415,greater reserv
39416,greater reserv coverag
39417,greater respons
39418,greater respons account
39419,greater risk
39420,greater risk subject
39421,greater role
39422,greater role past
39423,greater ruralurban
39424,greater ruralurban transform
39425,greater skill
39426,greater skill competit
39427,greater structur
39428,greater structur reform
39429,greater transpar
39430,greater transpar combin
39431,greater transpar cooper
39432,greater transpar effect
39433,greater transpar object
39434,greater transpar trade
39435,greater use
39436,greater use inform
39437,greater vigil
39438,greater vigil adher
39439,greater volatil
39440,greater volatil develop
39441,greater volum
39442,greater volum resourc
39443,greater weight
39444,greater weight price
39445,greatest
39446,greatest asset
39447,greatest asset endeavour
39448,greatest diplomat
39449,greatest diplomat quail
39450,greatest import
39451,greatest import despit
39452,greatest pressur
39453,greatest pressur chang
39454,greatest preval
39455,greatest preval privat
39456,greatest reduct
39457,greatest reduct volatil
39458,greec
39459,greec ireland
39460,greec ireland luxembourg
39461,green
39462,green revolut
39463,green revolut achiev
39464,green revolut activ
39465,green revolut gave
39466,green revolut need
39467,green revolut possibl
39468,green revolut white
39469,green white
39470,green white revolut
39471,greenspan
39472,greenspan note
39473,greenspan note substitut
39474,greenspan recent
39475,greenspan recent comment
39476,greenspan recent observ
39477,greet
39478,greet introduct
39479,greet introduct outset
39480,grew
39481,grew annual
39482,grew annual pace
39483,grew annual rate
39484,grew averag
39485,grew averag pa
39486,grew bare
39487,grew bare per
39488,grew per
39489,grew per annum
39490,grew percent
39491,grew percent per
39492,grew rapid
39493,grew rapid especi
39494,grew rapid larg
39495,grew show
39496,grew show tangibl
39497,grew signific
39498,grew signific euro
39499,grew sturdi
39500,grew sturdi rate
39501,grew wherea
39502,grew wherea jakarta
39503,grievanc
39504,grievanc dissatisfact
39505,grievanc dissatisfact arbitrari
39506,griffith
39507,griffith p
39508,griffith p howitt
39509,grind
39510,grind halt
39511,grind halt countri
39512,groningen
39513,groningen growth
39514,groningen growth develop
39515,gross
39516,gross capit
39517,gross capit inflow
39518,gross domest
39519,gross domest product
39520,gross domest save
39521,gross fiscal
39522,gross fiscal deficit
39523,gross invis
39524,gross invis receipt
39525,gross nonperform
39526,gross nonperform loan
39527,gross profit
39528,gross profit indian
39529,gross profit interest
39530,gross profit profit
39531,gross real
39532,gross real time
39533,gross settlement
39534,gross settlement rtgs
39535,gross settlement system
39536,gross shock
39537,gross shock minus
39538,gross tax
39539,gross tax revenu
39540,gross taxgdp
39541,gross taxgdp ratio
39542,gross term
39543,gross term sever
39544,gross valu
39545,gross valu ad
39546,grossli
39547,grossli underestim
39548,grossli underestim truli
39549,ground
39550,ground drain
39551,ground drain market
39552,ground perhap
39553,ground perhap need
39554,ground realiti
39555,ground realiti also
39556,ground water
39557,ground water second
39558,ground water sourc
39559,group
39560,group accord
39561,group accord liquidityrisk
39562,group also
39563,group also examin
39564,group bank
39565,group bank offer
39566,group bank reason
39567,group bank supervis
39568,group bankruptci
39569,group bankruptci law
39570,group burgeon
39571,group burgeon alreadi
39572,group characterist
39573,group characterist islam
39574,group chines
39575,group chines research
39576,group complex
39577,group complex financi
39578,group compris
39579,group compris emin
39580,group concurr
39581,group concurr effort
39582,group confer
39583,group confer committe
39584,group constitut
39585,group constitut purpos
39586,group coordin
39587,group coordin minist
39588,group corpor
39589,group corpor govern
39590,group data
39591,group data dissemin
39592,group director
39593,group director select
39594,group discov
39595,group discov malaysia
39596,group equival
39597,group equival five
39598,group establish
39599,group establish committe
39600,group exploit
39601,group exploit conceal
39602,group financi
39603,group financi regul
39604,group fiscal
39605,group fiscal transpar
39606,group found
39607,group found indian
39608,group fsf
39609,group fsf bedevil
39610,group ii
39611,group ii rise
39612,group includ
39613,group includ milit
39614,group indonesia
39615,group indonesia nahdlatul
39616,group insur
39617,group insur regul
39618,group intern
39619,group intern account
39620,group link
39621,group link al
39622,group manag
39623,group manag inform
39624,group pakistan
39625,group pakistan wit
39626,group payment
39627,group payment settlement
39628,group peopl
39629,group peopl polit
39630,group person
39631,group person convinc
39632,group primari
39633,group primari emphasi
39634,group reserv
39635,group reserv bank
39636,group root
39637,group root organis
39638,group secur
39639,group secur market
39640,group serv
39641,group serv narrow
39642,group sever
39643,group sever disrupt
39644,group skil
39645,group skil use
39646,group submit
39647,group submit report
39648,group ten
39649,group ten g
39650,group third
39651,group third combin
39652,group thirti
39653,group thirti report
39654,group till
39655,group till defi
39656,group transpar
39657,group transpar monetari
39658,group vest
39659,group vest interest
39660,grow
39661,grow annual
39662,grow annual pace
39663,grow annual rate
39664,grow anoth
39665,grow anoth per
39666,grow back
39667,grow back grow
39668,grow brisk
39669,grow brisk compani
39670,grow chines
39671,grow chines middleclass
39672,grow competit
39673,grow competit bank
39674,grow competit indian
39675,grow competit respect
39676,grow crossbord
39677,grow crossbord integr
39678,grow current
39679,grow current account
39680,grow depend
39681,grow depend bank
39682,grow depend mani
39683,grow economi
39684,grow economi china
39685,grow economi east
39686,grow engag
39687,grow engag global
39688,grow fair
39689,grow fair strong
39690,grow fiscal
39691,grow fiscal deficit
39692,grow geometr
39693,grow geometr progress
39694,grow globalis
39695,grow globalis synchronis
39696,grow integr
39697,grow integr global
39698,grow integr indian
39699,grow integr taken
39700,grow interest
39701,grow interest mani
39702,grow internationalis
39703,grow internationalis monetari
39704,grow least
39705,grow least two
39706,grow momentum
39707,grow momentum growth
39708,grow momentum improv
39709,grow oil
39710,grow oil import
39711,grow open
39712,grow open deregul
39713,grow open integr
39714,grow open minimis
39715,grow per
39716,grow per cent
39717,grow polar
39718,grow polar divis
39719,grow rang
39720,grow rang shift
39721,grow rapid
39722,grow rapid middleincom
39723,grow remark
39724,grow remark strong
39725,grow sens
39726,grow sens time
39727,grow size
39728,grow size servic
39729,grow support
39730,grow support across
39731,grow support macroeconom
39732,grown
39733,grown annual
39734,grown annual averag
39735,grown excess
39736,grown excess percent
39737,grown import
39738,grown import southeast
39739,grown million
39740,grown million close
39741,grown rapid
39742,grown rapid g
39743,growth
39744,growth acceler
39745,growth acceler chang
39746,growth acceler could
39747,growth acceler potenti
39748,growth access
39749,growth access capit
39750,growth account
39751,growth account exercis
39752,growth account methodolog
39753,growth achiev
39754,growth achiev recent
39755,growth addit
39756,growth addit economi
39757,growth adjust
39758,growth adjust accompani
39759,growth adjust follow
